,name,country,sport,g_medal,s_medal,b_medal
0,julia beljajeva,EST,Fencing,1,0,0
1,david belyavskiy,ROC,Artistic Gymnastics,1,0,0
2,jayson tatum,USA,Basketball,1,0,0
3,brianna throssell,AUS,Swimming,1,0,0
4,risi pouri-lane,NZL,Rugby Sevens,1,0,0
5,bakhodir jalolov,UZB,Boxing,1,0,0
6,joshua kiprui cheptegei,UGA,Athletics,1,0,0
7,zhihui hou,CHN,Weightlifting,1,0,0
8,antoine brizard,FRA,Volleyball,1,0,0
9,avalon wasteneys,CAN,Rowing,1,0,0
10,soufiane elbakkali,MAR,Athletics,1,0,0
11,yukako kawai,JPN,Wrestling,1,0,0
12,chase kalisz,USA,Swimming,1,0,0
13,maggie steffens,USA,Water Polo,1,0,0
14,valarie allman,USA,Athletics,1,0,0
15,jayde riviere,CAN,Football,1,0,0
16,vincent gerard,FRA,Handball,1,0,0
17,italo ferreira,BRA,Surfing,1,0,0
18,junxuan yang,CHN,Swimming,1,0,0
19,ludovic fabregas,FRA,Handball,1,0,0
20,ryutaro umeno,JPN,Baseball/Softball,1,0,0
21,matheus cunha,BRA,Football,1,0,0
22,iosefo masikau baleiwairiki,FIJ,Rugby Sevens,1,0,0
23,peruth chemutai,UGA,Athletics,1,0,0
24,annabelle mcintyre,AUS,Rowing,1,0,0
25,kahena kunze,BRA,Sailing,1,0,0
26,vanessa gilles,CAN,Football,1,0,0
27,sunisa lee,USA,Artistic Gymnastics,1,0,0
28,jeahwan shin,KOR,Artistic Gymnastics,1,0,0
29,theresa fitzpatrick,NZL,Rugby Sevens,1,0,0
30,yifan zhang,CHN,Swimming,1,0,0
31,kasia gruchalla-wesierski,CAN,Rowing,1,0,0
32,vitalina batsarashkina,ROC,Shooting,1,0,0
33,vitalina batsarashkina,ROC,Shooting,1,0,0
34,matt macdonald,NZL,Rowing,1,0,0
35,tamyra mariama mensah stock,USA,Wrestling,1,0,0
36,lasse norman hansen,DEN,Cycling Track,1,0,0
37,ronald rauhe,GER,Canoe Sprint,1,0,0
38,ancuta bodnar,ROU,Rowing,1,0,0
39,satoru uyama,JPN,Fencing,1,0,0
40,jessica von bredow-werndl,GER,Equestrian,1,0,0
41,jessica von bredow-werndl,GER,Equestrian,1,0,0
42,francesco lamon,ITA,Cycling Track,1,0,0
43,akira sone,JPN,Judo,1,0,0
44,yui ohashi,JPN,Swimming,1,0,0
45,yui ohashi,JPN,Swimming,1,0,0
46,margot van geffen,NED,Hockey,1,0,0
47,benjamin savsek,SLO,Canoe Slalom,1,0,0
48,michael morkov,DEN,Cycling Track,1,0,0
49,vladislav larin,ROC,Taekwondo,1,0,0
50,justine wong-orantes,USA,Volleyball,1,0,0
51,kadeisha buchanan,CAN,Football,1,0,0
52,lynna irby,USA,Athletics,1,0,0
53,josine koning,NED,Hockey,1,0,0
54,xiaotong cui,CHN,Rowing,1,0,0
55,sofiya velikaya,ROC,Fencing,1,0,0
56,aria fischer,USA,Water Polo,1,0,0
57,zhan beleniuk,UKR,Wrestling,1,0,0
58,haoran yang,CHN,Shooting,1,0,0
59,katie ledecky,USA,Swimming,1,0,0
60,katie ledecky,USA,Swimming,1,0,0
61,william shaner,USA,Shooting,1,0,0
62,siyi xie,CHN,Diving,1,0,0
63,siyi xie,CHN,Diving,1,0,0
64,kilian le blouch,FRA,Judo,1,0,0
65,emmanuel kipkurui korir,KEN,Athletics,1,0,0
66,thomas murray,NZL,Rowing,1,0,0
67,alla shishkina,ROC,Artistic Swimming,1,0,0
68,ryan murphy,USA,Swimming,1,0,0
69,laurien leurink,NED,Hockey,1,0,0
70,dora bodonyi,HUN,Canoe Sprint,1,0,0
71,tamara csipes,HUN,Canoe Sprint,1,0,0
72,tatjana schoenmaker,RSA,Swimming,1,0,0
73,serguey torres,CUB,Canoe Sprint,1,0,0
74,michelle bartsch,USA,Volleyball,1,0,0
75,yukiyo mine,JPN,Baseball/Softball,1,0,0
76,diana taurasi,USA,Basketball,1,0,0
77,tenika willison,NZL,Rugby Sevens,1,0,0
78,napheesa collier,USA,Basketball,1,0,0
79,karol zalewski,POL,Athletics,1,0,0
80,simon gougnard,BEL,Hockey,1,0,0
81,anastasia pavlyuchenkova,ROC,Tennis,1,0,0
82,dusan mandic,SRB,Water Polo,1,0,0
83,alexander zverev,GER,Tennis,1,0,0
84,larisa korobeynikova,ROC,Fencing,1,0,0
85,caia van maasakker,NED,Hockey,1,0,0
86,daniel stahl,SWE,Athletics,1,0,0
87,yui susaki,JPN,Wrestling,1,0,0
88,shiray kaka,NZL,Rugby Sevens,1,0,0
89,jack hargreaves,AUS,Rowing,1,0,0
90,natalia kaczmarek,POL,Athletics,1,0,0
91,linoy ashram,ISR,Rhythmic Gymnastics,1,0,0
92,antoine sylvain t kina,BEL,Hockey,1,0,0
93,valentin porte,FRA,Handball,1,0,0
94,aminiasi tuimaba,FIJ,Rugby Sevens,1,0,0
95,hsing-chun kuo,TPE,Weightlifting,1,0,0
96,tom shields,USA,Swimming,1,0,0
97,brittney griner,USA,Basketball,1,0,0
98,roniel iglesias,CUB,Boxing,1,0,0
99,julien mertine,FRA,Fencing,1,0,0
100,shericka jackson,JAM,Athletics,1,0,0
101,minori naito,JPN,Baseball/Softball,1,0,0
102,rai benjamin,USA,Athletics,1,0,0
103,yuxi chen,CHN,Diving,1,0,0
104,sosuke genda,JPN,Baseball/Softball,1,0,0
105,hayato sakamoto,JPN,Baseball/Softball,1,0,0
106,elaine thompson-herah,JAM,Athletics,1,0,0
107,elaine thompson-herah,JAM,Athletics,1,0,0
108,elaine thompson-herah,JAM,Athletics,1,0,0
109,peder fredricson,SWE,Equestrian,1,0,0
110,sofia pozdniakova,ROC,Fencing,1,0,0
111,sofia pozdniakova,ROC,Fencing,1,0,0
112,kelsey christine plum,USA,3x3 Basketball,1,0,0
113,vilimoni botitu,FIJ,Rugby Sevens,1,0,0
114,damian lillard,USA,Basketball,1,0,0
115,kazuyasu minobe,JPN,Fencing,1,0,0
116,erin katrina mcleod,CAN,Football,1,0,0
117,matea jelic,CRO,Taekwondo,1,0,0
118,marta martyanova,ROC,Fencing,1,0,0
119,nikola mektic,CRO,Tennis,1,0,0
120,sanne anne leonie koolen,NED,Hockey,1,0,0
121,anna karasz,HUN,Canoe Sprint,1,0,0
122,yuan cao,CHN,Diving,1,0,0
123,suguru iwazaki,JPN,Baseball/Softball,1,0,0
124,mate pavic,CRO,Tennis,1,0,0
125,sylvia fowles,USA,Basketball,1,0,0
126,tianshi zhong,CHN,Cycling Track,1,0,0
127,randolph ross,USA,Athletics,1,0,0
128,ben maher,GBR,Equestrian,1,0,0
129,thomas pidcock,GBR,Cycling Mountain Bike,1,0,0
130,xander schauffele,USA,Golf,1,0,0
131,paul odonovan,IRL,Rowing,1,0,0
132,santos,BRA,Football,1,0,0
133,trevor stewart,USA,Athletics,1,0,0
134,yamato fujita,JPN,Baseball/Softball,1,0,0
135,koudai senga,JPN,Baseball/Softball,1,0,0
136,mima ito,JPN,Table Tennis,1,0,0
137,tom boon,BEL,Hockey,1,0,0
138,pauletta foppa,FRA,Handball,1,0,0
139,anders berntsen mol,NOR,Beach Volleyball,1,0,0
140,jakob ingebrigtsen,NOR,Athletics,1,0,0
141,kajetan duszynski,POL,Athletics,1,0,0
142,enzo lefort,FRA,Fencing,1,0,0
143,alex yee,GBR,Triathlon,1,0,0
144,jade carey,USA,Artistic Gymnastics,1,0,0
145,deanne rose,CAN,Football,1,0,0
146,changhong zhang,CHN,Shooting,1,0,0
147,rebecca quinn,CAN,Football,1,0,0
148,nikita nagornyy,ROC,Artistic Gymnastics,1,0,0
149,malin baryard-johnsson,SWE,Equestrian,1,0,0
150,federica cesarini,ITA,Rowing,1,0,0
151,koen metsemakers,NED,Rowing,1,0,0
152,artur dalaloyan,ROC,Artistic Gymnastics,1,0,0
153,daiki hashimoto,JPN,Artistic Gymnastics,1,0,0
154,daiki hashimoto,JPN,Artistic Gymnastics,1,0,0
155,hongchan quan,CHN,Diving,1,0,0
156,matthew walls,GBR,Cycling Track,1,0,0
157,shanne braspennincx,NED,Cycling Track,1,0,0
158,jonathan milan,ITA,Cycling Track,1,0,0
159,christine sinclair,CAN,Football,1,0,0
160,vincent hancock,USA,Shooting,1,0,0
161,kiran badloe,NED,Sailing,1,0,0
162,faith chepngetich kipyegon,KEN,Athletics,1,0,0
163,ulugbek rashitov,UZB,Taekwondo,1,0,0
164,sakura yosozumi,JPN,Skateboarding,1,0,0
165,kendall ellis,USA,Athletics,1,0,0
166,allisha gray,USA,3x3 Basketball,1,0,0
167,nikola karabatic,FRA,Handball,1,0,0
168,tyla nathan-wong,NZL,Rugby Sevens,1,0,0
169,zuzana stefecekova,SVK,Shooting,1,0,0
170,muhan tang,CHN,Swimming,1,0,0
171,sireli maqala,FIJ,Rugby Sevens,1,0,0
172,saki yamazaki,JPN,Baseball/Softball,1,0,0
173,viktoria listunova,ROC,Artistic Gymnastics,1,0,0
174,dani alves,BRA,Football,1,0,0
175,a'ja wilson,USA,Basketball,1,0,0
176,mengya sun,CHN,Canoe Sprint,1,0,0
177,maria verschoor,NED,Hockey,1,0,0
178,lydia jacoby,USA,Swimming,1,0,0
179,svetlana kolesnichenko,ROC,Artistic Swimming,1,0,0
180,svetlana kolesnichenko,ROC,Artistic Swimming,1,0,0
181,sue bird,USA,Basketball,1,0,0
182,jenia grebennikov,FRA,Volleyball,1,0,0
183,roy van den berg,NED,Cycling Track,1,0,0
184,blandine dancette,FRA,Handball,1,0,0
185,katerina siniakova,CZE,Tennis,1,0,0
186,michael andrew,USA,Swimming,1,0,0
187,matthew richards,GBR,Swimming,1,0,0
188,branislav mitrovic,SRB,Water Polo,1,0,0
189,ahmed hafnaoui,TUN,Swimming,1,0,0
190,koyo aoyagi,JPN,Baseball/Softball,1,0,0
191,stefanos ntouskos,GRE,Rowing,1,0,0
192,ivet goranova,BUL,Karate,1,0,0
193,michael norman,USA,Athletics,1,0,0
194,yufei zhang,CHN,Swimming,1,0,0
195,yufei zhang,CHN,Swimming,1,0,0
196,erika zafirova,BUL,Rhythmic Gymnastics,1,0,0
197,marloes keetels,NED,Hockey,1,0,0
198,ashley lawrence,CAN,Football,1,0,0
199,pien sanders,NED,Hockey,1,0,0
200,alexandra klineman,USA,Beach Volleyball,1,0,0
201,desiree rose marie scott,CAN,Football,1,0,0
202,jerry tuwai,FIJ,Rugby Sevens,1,0,0
203,hideto asamura,JPN,Baseball/Softball,1,0,0
204,filippo tortu,ITA,Athletics,1,0,0
205,andrea drews,USA,Volleyball,1,0,0
206,vlada chigireva,ROC,Artistic Swimming,1,0,0
207,khris middleton,USA,Basketball,1,0,0
208,andre de grasse,CAN,Athletics,1,0,0
209,balint kopasz,HUN,Canoe Sprint,1,0,0
210,lijun chen,CHN,Weightlifting,1,0,0
211,momiji nishiya,JPN,Skateboarding,1,0,0
212,dylan fletcher-scott,GBR,Sailing,1,0,0
213,lauren price,GBR,Boxing,1,0,0
214,kevin durant,USA,Basketball,1,0,0
215,vernon norwood,USA,Athletics,1,0,0
216,rebeca andrade,BRA,Artistic Gymnastics,1,0,0
217,jiuta wainiqolo,FIJ,Rugby Sevens,1,0,0
218,wenwen li,CHN,Weightlifting,1,0,0
219,jeffrey hoogland,NED,Cycling Track,1,0,0
220,qian yang,CHN,Shooting,1,0,0
221,qian yang,CHN,Shooting,1,0,0
222,malcom,BRA,Football,1,0,0
223,hifumi abe,JPN,Judo,1,0,0
224,oliver townend,GBR,Equestrian,1,0,0
225,henrik von eckermann,SWE,Equestrian,1,0,0
226,alexandra lacrabere,FRA,Handball,1,0,0
227,hidilyn diaz,PHI,Weightlifting,1,0,0
228,stoyka zhelyazkova krasteva,BUL,Boxing,1,0,0
229,nicolas de kerpel,BEL,Hockey,1,0,0
230,simona dyankova,BUL,Rhythmic Gymnastics,1,0,0
231,dirk uittenbogaard,NED,Rowing,1,0,0
232,milica mandic,SRB,Taekwondo,1,0,0
233,april ross,USA,Beach Volleyball,1,0,0
234,milan aleksic,SRB,Water Polo,1,0,0
235,dalilah muhammad,USA,Athletics,1,0,0
236,logan martin,AUS,Cycling BMX Freestyle,1,0,0
237,bingjie li,CHN,Swimming,1,0,0
238,natasha morrison,JAM,Athletics,1,0,0
239,antonella palmisano,ITA,Athletics,1,0,0
240,thomas mackintosh,NZL,Rowing,1,0,0
241,yang liu,CHN,Artistic Gymnastics,1,0,0
242,alexander hendrickx,BEL,Hockey,1,0,0
243,sarah goss,NZL,Rugby Sevens,1,0,0
244,sydney payne,CAN,Rowing,1,0,0
245,anne-marie rindom,DEN,Sailing,1,0,0
246,kaylee mckeown,AUS,Swimming,1,0,0
247,kaylee mckeown,AUS,Swimming,1,0,0
248,kaylee mckeown,AUS,Swimming,1,0,0
249,yann genty,FRA,Handball,1,0,0
250,stephanie haralabidis,USA,Water Polo,1,0,0
251,chizuru arai,JPN,Judo,1,0,0
252,dong ping huang,CHN,Badminton,1,0,0
253,sophie schmidt,CAN,Football,1,0,0
254,bruno fuchs,BRA,Football,1,0,0
255,primoz roglic,SLO,Cycling Road,1,0,0
256,sandor totka,HUN,Canoe Sprint,1,0,0
257,ariarne titmus,AUS,Swimming,1,0,0
258,ariarne titmus,AUS,Swimming,1,0,0
259,laura flippes,FRA,Handball,1,0,0
260,miltiadis tentoglou,GRE,Athletics,1,0,0
261,mayu mukaida,JPN,Wrestling,1,0,0
262,chloe valentini,FRA,Handball,1,0,0
263,ryo kiyuna,JPN,Karate,1,0,0
264,arthur anne-marie thierry de sloover,BEL,Hockey,1,0,0
265,yasuaki yamasaki,JPN,Baseball/Softball,1,0,0
266,jordan larson,USA,Volleyball,1,0,0
267,kristen kit,CAN,Rowing,1,0,0
268,maxime pauty,FRA,Fencing,1,0,0
269,nodoka harada,JPN,Baseball/Softball,1,0,0
270,katie moon,USA,Athletics,1,0,0
271,stephen boyer,FRA,Volleyball,1,0,0
272,trevor clevenot,FRA,Volleyball,1,0,0
273,inna deriglazova,ROC,Fencing,1,0,0
274,bruno guimaraes,BRA,Football,1,0,0
275,ranxin jiang,CHN,Shooting,1,0,0
276,hugo descat,FRA,Handball,1,0,0
277,florian wellbrock,GER,Marathon Swimming,1,0,0
278,bowen becker,USA,Swimming,1,0,0
279,fatima galvez,ESP,Shooting,1,0,0
280,mariia shurochkina,ROC,Artistic Swimming,1,0,0
281,hiromi itoh,JPN,Baseball/Softball,1,0,0
282,timothey nguessan,FRA,Handball,1,0,0
283,jiri liptak,CZE,Shooting,1,0,0
284,lee kiefer,USA,Fencing,1,0,0
285,romane dicko,FRA,Judo,1,0,0
286,janine beckie,CAN,Football,1,0,0
287,hebert sousa,BRA,Boxing,1,0,0
288,hansle parchment,JAM,Athletics,1,0,0
289,jolanda neff,SUI,Cycling Mountain Bike,1,0,0
290,diego carlos,BRA,Football,1,0,0
291,malou pheninckx,NED,Hockey,1,0,0
292,matt wearn,AUS,Sailing,1,0,0
293,shelina zadorsky,CAN,Football,1,0,0
294,aline focken,GER,Wrestling,1,0,0
295,kellie anne harrington,IRL,Boxing,1,0,0
296,alexandre iddir,FRA,Judo,1,0,0
297,laura maria nunnink,NED,Hockey,1,0,0
298,greysia polii,INA,Badminton,1,0,0
299,lorenzo patta,ITA,Athletics,1,0,0
300,joseph choong,GBR,Modern Pentathlon,1,0,0
301,amandine buchard,FRA,Judo,1,0,0
302,jordyn huitema,CAN,Football,1,0,0
303,woojin kim,KOR,Archery,1,0,0
304,zach apple,USA,Swimming,1,0,0
305,zach apple,USA,Swimming,1,0,0
306,kerri gowler,NZL,Rowing,1,0,0
307,sydney mclaughlin-levrone,USA,Athletics,1,0,0
308,sydney mclaughlin-levrone,USA,Athletics,1,0,0
309,munetaka murakami,JPN,Baseball/Softball,1,0,0
310,jessica fox,AUS,Canoe Slalom,1,0,0
311,remona burchell,JAM,Athletics,1,0,0
312,yuki yanagita,JPN,Baseball/Softball,1,0,0
313,pauline coatanea,FRA,Handball,1,0,0
314,laura collett,GBR,Equestrian,1,0,0
315,yuto horigome,JPN,Skateboarding,1,0,0
316,ana marcela cunha,BRA,Marathon Swimming,1,0,0
317,micha hancock,USA,Volleyball,1,0,0
318,yoshinobu yamamoto,JPN,Baseball/Softball,1,0,0
319,stefan mitrovic,SRB,Water Polo,1,0,0
320,thomas green,AUS,Canoe Sprint,1,0,0
321,kevin tillie,FRA,Volleyball,1,0,0
322,lasha talakhadze,GEO,Weightlifting,1,0,0
323,margaux pinot,FRA,Judo,1,0,0
324,gianmarco tamberi,ITA,Athletics,1,0,0
325,sayaka mori,JPN,Baseball/Softball,1,0,0
326,yu fei chen,CHN,Badminton,1,0,0
327,jun mizutani,JPN,Table Tennis,1,0,0
328,galal yafai,GBR,Boxing,1,0,0
329,nikola jaksic,SRB,Water Polo,1,0,0
330,apriyani rahayu,INA,Badminton,1,0,0
331,yunxia chen,CHN,Rowing,1,0,0
332,ryan crouser,USA,Athletics,1,0,0
333,david morris taylor iii,USA,Wrestling,1,0,0
334,robert finke,USA,Swimming,1,0,0
335,robert finke,USA,Swimming,1,0,0
336,claudinho,BRA,Football,1,0,0
337,fernando dayan jorge enriquez,CUB,Canoe Sprint,1,0,0
338,amandine leynaud,FRA,Handball,1,0,0
339,eva de goede,NED,Hockey,1,0,0
340,yang lee,TPE,Badminton,1,0,0
341,matthieu androdias,FRA,Rowing,1,0,0
342,angelina melnikova,ROC,Artistic Gymnastics,1,0,0
343,nina derwael,BEL,Artistic Gymnastics,1,0,0
344,sifan hassan,NED,Athletics,1,0,0
345,sifan hassan,NED,Athletics,1,0,0
346,neeraj chopra,IND,Athletics,1,0,0
347,hamish bond,NZL,Rowing,1,0,0
348,meline nocandy,FRA,Handball,1,0,0
349,guillaume chaine,FRA,Judo,1,0,0
350,matheus henrique,BRA,Football,1,0,0
351,zavur uguev,ROC,Wrestling,1,0,0
352,madeleine malonga,FRA,Judo,1,0,0
353,lukas krpalek,CZE,Judo,1,0,0
354,kaylin whitney,USA,Athletics,1,0,0
355,jiri prskavec,CZE,Canoe Slalom,1,0,0
356,katie archibald,GBR,Cycling Track,1,0,0
357,dariusz kowaluk,POL,Athletics,1,0,0
358,james guy,GBR,Swimming,1,0,0
359,james guy,GBR,Swimming,1,0,0
360,viktor axelsen,DEN,Badminton,1,0,0
361,eliud kipchoge,KEN,Athletics,1,0,0
362,jean patry,FRA,Volleyball,1,0,0
363,jason kenny,GBR,Cycling Track,1,0,0
364,lauren lara jeanette stam,NED,Hockey,1,0,0
365,adriana leon,CAN,Football,1,0,0
366,lisa carrington,NZL,Canoe Sprint,1,0,0
367,lisa carrington,NZL,Canoe Sprint,1,0,0
368,lisa carrington,NZL,Canoe Sprint,1,0,0
369,damian warner,CAN,Athletics,1,0,0
370,nayu kiyohara,JPN,Baseball/Softball,1,0,0
371,grace zaadi deuna,FRA,Handball,1,0,0
372,andrey rublev,ROC,Tennis,1,0,0
373,ryosuke kikuchi,JPN,Baseball/Softball,1,0,0
374,cate campbell,AUS,Swimming,1,0,0
375,cate campbell,AUS,Swimming,1,0,0
376,akbar djuraev,UZB,Weightlifting,1,0,0
377,caeleb dressel,USA,Swimming,1,0,0
378,caeleb dressel,USA,Swimming,1,0,0
379,caeleb dressel,USA,Swimming,1,0,0
380,caeleb dressel,USA,Swimming,1,0,0
381,caeleb dressel,USA,Swimming,1,0,0
382,mete gazoz,TUR,Archery,1,0,0
383,lucao,BRA,Football,1,0,0
384,neisi patricia dajomes barrera,ECU,Weightlifting,1,0,0
385,niek kimmann,NED,Cycling BMX Racing,1,0,0
386,nina christen,SUI,Shooting,1,0,0
387,fabin li,CHN,Weightlifting,1,0,0
388,max rendschmidt,GER,Canoe Sprint,1,0,0
389,takuya kai,JPN,Baseball/Softball,1,0,0
390,valent sinkovic,CRO,Rowing,1,0,0
391,nelly korda,USA,Golf,1,0,0
392,pedro p. pichardo,POR,Athletics,1,0,0
393,kensuke kondoh,JPN,Baseball/Softball,1,0,0
394,waisea nacuqu,FIJ,Rugby Sevens,1,0,0
395,erika kirpu,EST,Fencing,1,0,0
396,kimberly hill,USA,Volleyball,1,0,0
397,steven gardiner,BAH,Athletics,1,0,0
398,kaima taira,JPN,Baseball/Softball,1,0,0
399,kristof kristof milak,HUN,Swimming,1,0,0
400,john-john dohmen,BEL,Hockey,1,0,0
401,adam peaty,GBR,Swimming,1,0,0
402,adam peaty,GBR,Swimming,1,0,0
403,mana atsumi,JPN,Baseball/Softball,1,0,0
404,guilherme arana,BRA,Football,1,0,0
405,andrija prlainovic,SRB,Water Polo,1,0,0
406,shori hamada,JPN,Judo,1,0,0
407,joseph hunter armstrong,USA,Swimming,1,0,0
408,isaquias queiroz dos santos,BRA,Canoe Sprint,1,0,0
409,yang lyu,CHN,Rowing,1,0,0
410,strahinja rasovic,SRB,Water Polo,1,0,0
411,iga baumgart,POL,Athletics,1,0,0
412,adelina zagidullina,ROC,Fencing,1,0,0
413,yiwen sun,CHN,Fencing,1,0,0
414,distria krasniqi,KOS,Judo,1,0,0
415,maksim khramtcov,ROC,Taekwondo,1,0,0
416,douglas luiz,BRA,Football,1,0,0
417,bongil gu,KOR,Fencing,1,0,0
418,artem dolgopyat,ISR,Artistic Gymnastics,1,0,0
419,uta abe,JPN,Judo,1,0,0
420,manyu wang,CHN,Table Tennis,1,0,0
421,kentin mahe,FRA,Handball,1,0,0
422,christine roper,CAN,Rowing,1,0,0
423,vito dell'aquila,ITA,Taekwondo,1,0,0
424,shanju bao,CHN,Cycling Track,1,0,0
425,athing mu,USA,Athletics,1,0,0
426,athing mu,USA,Athletics,1,0,0
427,nicolas tournat,FRA,Handball,1,0,0
428,kelsey mitchell,CAN,Cycling Track,1,0,0
429,tingmao shi,CHN,Diving,1,0,0
430,tingmao shi,CHN,Diving,1,0,0
431,vladislava urazova,ROC,Artistic Gymnastics,1,0,0
432,stefanie dolson,USA,3x3 Basketball,1,0,0
433,bryce deadmon,USA,Athletics,1,0,0
434,alexander purnell,AUS,Rowing,1,0,0
435,stella dianne van gils,NED,Hockey,1,0,0
436,charlotte worthington,GBR,Cycling BMX Freestyle,1,0,0
437,victor wegnez,BEL,Hockey,1,0,0
438,busenaz surmeneli,TUR,Boxing,1,0,0
439,olga nikitina,ROC,Fencing,1,0,0
440,yingsha sun,CHN,Table Tennis,1,0,0
441,blake pieroni,USA,Swimming,1,0,0
442,blake pieroni,USA,Swimming,1,0,0
443,lucy stephan,AUS,Rowing,1,0,0
444,breanna stewart,USA,Basketball,1,0,0
445,michaela blyde,NZL,Rugby Sevens,1,0,0
446,stacey waaka,NZL,Rugby Sevens,1,0,0
447,kristian blummenfelt,NOR,Triathlon,1,0,0
448,rosemary popa,AUS,Rowing,1,0,0
449,hitomi kawabata,JPN,Baseball/Softball,1,0,0
450,napolioni bolaca,FIJ,Rugby Sevens,1,0,0
451,mutaz essa barshim,QAT,Athletics,1,0,0
452,sajad ganjzadeh,IRI,Karate,1,0,0
453,coralie lassource,FRA,Handball,1,0,0
454,karsten warholm,NOR,Athletics,1,0,0
455,richarlison de andrade,BRA,Football,1,0,0
456,tina charles,USA,Basketball,1,0,0
457,vincent vanasch,BEL,Hockey,1,0,0
458,christian sandlie sorum,NOR,Beach Volleyball,1,0,0
459,emily seebohm,AUS,Swimming,1,0,0
460,dusko pijetlovic,SRB,Water Polo,1,0,0
461,nauris miezis,LAT,3x3 Basketball,1,0,0
462,armand duplantis,SWE,Athletics,1,0,0
463,chae young kang,KOR,Archery,1,0,0
464,ling zhang,CHN,Rowing,1,0,0
465,malaika mihambo,GER,Athletics,1,0,0
466,miu goto,JPN,Baseball/Softball,1,0,0
467,sebastien dockier,BEL,Hockey,1,0,0
468,ricardo graca,BRA,Football,1,0,0
469,jessica learmonth,GBR,Triathlon,1,0,0
470,barthelemy chinenyeze,FRA,Volleyball,1,0,0
471,yacine louati,FRA,Volleyball,1,0,0
472,thomas briels,BEL,Hockey,1,0,0
473,lamont marcell jacobs,ITA,Athletics,1,0,0
474,lamont marcell jacobs,ITA,Athletics,1,0,0
475,simone consonni,ITA,Cycling Track,1,0,0
476,abdulrashid sadulaev,ROC,Wrestling,1,0,0
477,ivan litvinovich,BLR,Trampoline Gymnastics,1,0,0
478,giles scott,GBR,Sailing,1,0,0
479,arlen lopez,CUB,Boxing,1,0,0
480,wei pang,CHN,Shooting,1,0,0
481,zhouyu wang,CHN,Weightlifting,1,0,0
482,takanori nagase,JPN,Judo,1,0,0
483,kalidiatou niakate,FRA,Handball,1,0,0
484,marina goliadkina,ROC,Artistic Swimming,1,0,0
