,name,country,sport,g_medal,s_medal,b_medal
975,santo condorelli,ITA,Swimming,0,1,0
976,ksenia perova,ROC,Archery,0,1,0
977,takeru kitazono,JPN,Artistic Gymnastics,0,1,0
978,malte jakschik,GER,Rowing,0,1,0
979,olena starikova,UKR,Cycling Track,0,1,0
980,nicholas martinez,USA,Baseball/Softball,0,1,0
981,haylie mc cleney,USA,Baseball/Softball,0,1,0
982,teresa portela,ESP,Canoe Sprint,0,1,0
983,anna pulawska,POL,Canoe Sprint,0,1,0
984,olivia schough,SWE,Football,0,1,0
985,marlen reusser,SUI,Cycling Road,0,1,0
986,elena ruiz,ESP,Water Polo,0,1,0
987,amanda ilestedt,SWE,Football,0,1,0
988,caleb shepherd,NZL,Rowing,0,1,0
989,oscar gil,ESP,Football,0,1,0
990,timur safin,ROC,Fencing,0,1,0
991,manfredi rizza,ITA,Canoe Sprint,0,1,0
992,rebeca andrade,BRA,Artistic Gymnastics,0,1,0
993,jay litherland,USA,Swimming,0,1,0
994,nathalie bjorn,SWE,Football,0,1,0
995,jeffrey hoogland,NED,Cycling Track,0,1,0
996,vladislav mylnikov,ROC,Fencing,0,1,0
997,lachlan thomas sharp,AUS,Hockey,0,1,0
998,dimitry volkov,ROC,Volleyball,0,1,0
999,anabel medina ventura,DOM,Athletics,0,1,0
1000,artem volvich,ROC,Volleyball,0,1,0
1001,marta wieliczko,POL,Rowing,0,1,0
1002,himawari akaho,JPN,Basketball,0,1,0
1003,hifumi abe,JPN,Judo,0,1,0
1004,laura muir,GBR,Athletics,0,1,0
1005,mark kolozsvary,USA,Baseball/Softball,0,1,0
1006,sergey kamenskiy,ROC,Shooting,0,1,0
1007,anastasiia maksimova,ROC,Rhythmic Gymnastics,0,1,0
1008,tonci stipanovic,CRO,Sailing,0,1,0
1009,daniel beale,AUS,Hockey,0,1,0
1010,zecira musovic,SWE,Football,0,1,0
1011,fridolina rolfo,SWE,Football,0,1,0
1012,dimitrij ovtcharov,GER,Table Tennis,0,1,0
1013,ana carolina da silva,BRA,Volleyball,0,1,0
1014,svetlana gomboeva,ROC,Archery,0,1,0
1015,fernanda rodrigues,BRA,Volleyball,0,1,0
1016,thomas heurtel,FRA,Basketball,0,1,0
1017,zsombor berecz,HUN,Sailing,0,1,0
1018,dalilah muhammad,USA,Athletics,0,1,0
1019,azizulhasni awang,MAS,Cycling Track,0,1,0
1020,emma weyant,USA,Swimming,0,1,0
1021,angelina shkatova,ROC,Rhythmic Gymnastics,0,1,0
1022,miku tashiro,JPN,Judo,0,1,0
1023,katarzyna zillmann,POL,Rowing,0,1,0
1024,richard schmidt,GER,Rowing,0,1,0
1025,scott kazmir,USA,Baseball/Softball,0,1,0
1026,richard torrez jr,USA,Boxing,0,1,0
1027,jacob schopf,GER,Canoe Sprint,0,1,0
1028,akzhol makhmudov,KGZ,Wrestling,0,1,0
1029,marcus cooper,ESP,Canoe Sprint,0,1,0
1030,jonna andersson,SWE,Football,0,1,0
1031,ravi kumar dahiya,IND,Wrestling,0,1,0
1032,anastasiia chetverikova,UKR,Canoe Sprint,0,1,0
1033,tim mikkelson,NZL,Rugby Sevens,0,1,0
1034,hanna glas,SWE,Football,0,1,0
1035,qian li,CHN,Boxing,0,1,0
1036,english gardner,USA,Athletics,0,1,0
1037,daniele garozzo,ITA,Fencing,0,1,0
1038,kristof rasovszky,HUN,Marathon Swimming,0,1,0
1039,pat mccormack,GBR,Boxing,0,1,0
1040,martin malyutin,ROC,Swimming,0,1,0
1041,nesthy petecio,PHI,Boxing,0,1,0
1042,chizuru arai,JPN,Judo,0,1,0
1043,roberta ratzke,BRA,Volleyball,0,1,0
1044,cosmin pascari,ROU,Rowing,0,1,0
1045,kyle chalmers,AUS,Swimming,0,1,0
1046,bryan gil,ESP,Football,0,1,0
1047,vasilisa stepanova,ROC,Rowing,0,1,0
1048,luis javier mosquera lozano,COL,Weightlifting,0,1,0
1049,ariarne titmus,AUS,Swimming,0,1,0
1050,valentina isabel costa biondi,ARG,Hockey,0,1,0
1051,dina averina,ROC,Rhythmic Gymnastics,0,1,0
1052,oleksandr khyzhniak,UKR,Boxing,0,1,0
1053,zheng wang,CHN,Athletics,0,1,0
1054,mikkel hansen,DEN,Handball,0,1,0
1055,camille grassineau,FRA,Rugby Sevens,0,1,0
1056,ahmed elgendy,EGY,Modern Pentathlon,0,1,0
1057,inna deriglazova,ROC,Fencing,0,1,0
1058,keydomar giovanni vallenilla sanchez,VEN,Weightlifting,0,1,0
1059,manuel frigo,ITA,Swimming,0,1,0
1060,martin zubimendi,ESP,Football,0,1,0
1061,ysaora thibus,FRA,Fencing,0,1,0
1062,marius cozmiuc,ROU,Rowing,0,1,0
1063,anastasiia iliankova,ROC,Artistic Gymnastics,0,1,0
1064,chloe jacquet,FRA,Rugby Sevens,0,1,0
1065,mallory franklin,GBR,Canoe Slalom,0,1,0
1066,andrew capobianco,USA,Diving,0,1,0
1067,terrence agard,NED,Athletics,0,1,0
1068,polina gorshkova,ROC,Handball,0,1,0
1069,guerschon yabusele,FRA,Basketball,0,1,0
1070,hannah roberts,USA,Cycling BMX Freestyle,0,1,0
1071,maica garcia godoy,ESP,Water Polo,0,1,0
1072,hellen onsando obiri,KEN,Athletics,0,1,0
1073,nando de colo,FRA,Basketball,0,1,0
1074,kayle browning,USA,Shooting,0,1,0
1075,amandine buchard,FRA,Judo,0,1,0
1076,leuris pupo,CUB,Shooting,0,1,0
1077,kerri gowler,NZL,Rowing,0,1,0
1078,sera song,KOR,Fencing,0,1,0
1079,konstantinos mourikis,GRE,Water Polo,0,1,0
1080,caroline drouin,FRA,Rugby Sevens,0,1,0
1081,haji aliyev,AZE,Wrestling,0,1,0
1082,viktorija golubic,SUI,Tennis,0,1,0
1083,penny oleksiak,CAN,Swimming,0,1,0
1084,maxim mikhaylov,ROC,Volleyball,0,1,0
1085,alexander zuev,ROC,3x3 Basketball,0,1,0
1086,anna anvegard,SWE,Football,0,1,0
1087,emma dyke,NZL,Rowing,0,1,0
1088,henrik toft hansen,DEN,Handball,0,1,0
1089,morgan pearson,USA,Triathlon,0,1,0
1090,eddy alvarez,USA,Baseball/Softball,0,1,0
1091,valentina raposo ruiz de los llanos,ARG,Hockey,0,1,0
1092,joshua simmonds,AUS,Hockey,0,1,0
1093,kevin moller,DEN,Handball,0,1,0
1094,agnieszka kobus,POL,Rowing,0,1,0
1095,ella greenslade,NZL,Rowing,0,1,0
1096,abbey weitzeil,USA,Swimming,0,1,0
1097,bubba starling,USA,Baseball/Softball,0,1,0
1098,john gimson,GBR,Sailing,0,1,0
1099,melissa citrini beaulieu,CAN,Diving,0,1,0
1100,jakob schneider,GER,Rowing,0,1,0
1101,chih kai lee,TPE,Artistic Gymnastics,0,1,0
1102,marc cucurella,ESP,Football,0,1,0
1103,yulia kozik,ROC,3x3 Basketball,0,1,0
1104,bradly sinden,GBR,Taekwondo,0,1,0
1105,naho miyoshi,JPN,Basketball,0,1,0
1106,raven saunders,USA,Athletics,0,1,0
1107,mariafe artacho del solar,AUS,Beach Volleyball,0,1,0
1108,gregorio paltrinieri,ITA,Swimming,0,1,0
1109,viktoriia kalinina,ROC,Handball,0,1,0
1110,nanako todo,JPN,Basketball,0,1,0
1111,maria andrejczyk,POL,Athletics,0,1,0
1112,ferguson cheruiyot rotich,KEN,Athletics,0,1,0
1113,polina vedekhina,ROC,Handball,0,1,0
1114,emma hinze,GER,Cycling Track,0,1,0
1115,nicola mcdermott,AUS,Athletics,0,1,0
1116,delfina merino,ARG,Hockey,0,1,0
1117,anton borodachev,ROC,Fencing,0,1,0
1118,maryna litvinchuk,BLR,Canoe Sprint,0,1,0
1119,madeleine malonga,FRA,Judo,0,1,0
1120,taliqua clancy,AUS,Beach Volleyball,0,1,0
1121,flynn ogilvie,AUS,Hockey,0,1,0
1122,hong gu,CHN,Boxing,0,1,0
1123,chengxin yin,CHN,Artistic Swimming,0,1,0
1124,katie archibald,GBR,Cycling Track,0,1,0
1125,eric garcia,ESP,Football,0,1,0
1126,mihaita tiganescu,ROU,Rowing,0,1,0
1127,christopher nilsen,USA,Athletics,0,1,0
1128,patricia mamona,POR,Athletics,0,1,0
1129,james guy,GBR,Swimming,0,1,0
1130,stylianos argyropoulos kanakakis,GRE,Water Polo,0,1,0
1131,luguelin santos,DOM,Athletics,0,1,0
1132,yu feng,CHN,Artistic Swimming,0,1,0
1133,jason kenny,GBR,Cycling Track,0,1,0
1134,victor poletaev,ROC,Volleyball,0,1,0
1135,marios kapotsis,GRE,Water Polo,0,1,0
1136,paula leiton arrones,ESP,Water Polo,0,1,0
1137,hyein lee,KOR,Fencing,0,1,0
1138,konstantinos genidounias,GRE,Water Polo,0,1,0
1139,diana bacosi,ITA,Shooting,0,1,0
1140,anna kielbasinska,POL,Athletics,0,1,0
1141,mathias gidsel,DEN,Handball,0,1,0
1142,aran zalewski,AUS,Hockey,0,1,0
1143,matthew dawson,AUS,Hockey,0,1,0
1144,li guo,CHN,Artistic Swimming,0,1,0
1145,minjung kim,KOR,Shooting,0,1,0
1146,fred kerley,USA,Athletics,0,1,0
1147,mikhail dovgalyuk,ROC,Swimming,0,1,0
1148,aaron brown,CAN,Athletics,0,1,0
1149,rafa mir,ESP,Football,0,1,0
1150,sandra arenas,COL,Athletics,0,1,0
1151,ekaterina ilina,ROC,Handball,0,1,0
1152,henrik mollgaard jensen,DEN,Handball,0,1,0
1153,rory sabbatini,SVK,Golf,0,1,0
1154,cat osterman,USA,Baseball/Softball,0,1,0
1155,kyle frederick snyder,USA,Wrestling,0,1,0
1156,qiuyun liao,CHN,Weightlifting,0,1,0
1157,kristof kristof milak,HUN,Swimming,0,1,0
1158,roser tarrago aymerich,ESP,Water Polo,0,1,0
1159,erica sullivan,USA,Swimming,0,1,0
1160,anna sedoykina,ROC,Handball,0,1,0
1161,adam peaty,GBR,Swimming,0,1,0
1162,tina lutz,GER,Sailing,0,1,0
1163,thomas barras,GBR,Rowing,0,1,0
1164,sergey khodos,ROC,Fencing,0,1,0
1165,shori hamada,JPN,Judo,0,1,0
1166,aisen chen,CHN,Diving,0,1,0
1167,campbell stewart,NZL,Cycling Track,0,1,0
1168,andrew knewstubb,NZL,Rugby Sevens,0,1,0
1169,keely hodgkinson,GBR,Athletics,0,1,0
1170,enrico berre',ITA,Fencing,0,1,0
1171,lina guerin,FRA,Rugby Sevens,0,1,0
1172,olaf roggensack,GER,Rowing,0,1,0
1173,qianyu pang,CHN,Wrestling,0,1,0
1174,antoaneta boneva,BUL,Shooting,0,1,0
1175,iga baumgart,POL,Athletics,0,1,0
1176,gian marco berti,SMR,Shooting,0,1,0
1177,jordan chiles,USA,Artistic Gymnastics,0,1,0
1178,trent grant mitton,AUS,Hockey,0,1,0
1179,anni espar llaquet,ESP,Water Polo,0,1,0
1180,uta abe,JPN,Judo,0,1,0
1181,nadzeya liapeshka,BLR,Canoe Sprint,0,1,0
1182,micaela retegui,ARG,Hockey,0,1,0
1183,adrienne lyle,USA,Equestrian,0,1,0
1184,lidio andres feliz,DOM,Athletics,0,1,0
1185,jessica parratto,USA,Diving,0,1,0
1186,nick allen,USA,Baseball/Softball,0,1,0
1187,astrid guyart,FRA,Fencing,0,1,0
1188,konstantinos gkiouvetsis,GRE,Water Polo,0,1,0
1189,claire bove,FRA,Rowing,0,1,0
1190,niklas landin jacobsen,DEN,Handball,0,1,0
1191,tim brand,AUS,Hockey,0,1,0
1192,chih-chun tang,TPE,Archery,0,1,0
1193,yingsha sun,CHN,Table Tennis,0,1,0
1194,monica abbott,USA,Baseball/Softball,0,1,0
1195,simone biles,USA,Artistic Gymnastics,0,1,0
1196,moeko nagaoka,JPN,Basketball,0,1,0
1197,kanoa igarashi,JPN,Surfing,0,1,0
1198,blake govers,AUS,Hockey,0,1,0
1199,fanny horta,FRA,Rugby Sevens,0,1,0
1200,mikel merino,ESP,Football,0,1,0
1201,vladlena bobrovnikova,ROC,Handball,0,1,0
1202,lucy spoors,NZL,Rowing,0,1,0
1203,sofia jakobsson,SWE,Football,0,1,0
1204,amalie dideriksen,DEN,Cycling Track,0,1,0
1205,aldo montano,ITA,Fencing,0,1,0
1206,anastasia bliznyuk,ROC,Rhythmic Gymnastics,0,1,0
1207,jerome blake,CAN,Athletics,0,1,0
1208,lasse andersson,DEN,Handball,0,1,0
1209,anastasiia logunova,ROC,3x3 Basketball,0,1,0
1210,kasumi ishikawa,JPN,Table Tennis,0,1,0
1211,anthony gose,USA,Baseball/Softball,0,1,0
1212,chanu saikhom mirabai chanu,IND,Weightlifting,0,1,0
1213,kelsey stewart,USA,Baseball/Softball,0,1,0
1214,kenneth bednarek,USA,Athletics,0,1,0
1215,dylan martin,AUS,Hockey,0,1,0
1216,wout van aert,BEL,Cycling Road,0,1,0
1217,sarah sjoestroem,SWE,Swimming,0,1,0
1218,anton dahlberg,SWE,Sailing,0,1,0
1219,yanan sun,CHN,Wrestling,0,1,0
1220,tin srbic,CRO,Artistic Gymnastics,0,1,0
1221,mykhailo romanchuk,UKR,Swimming,0,1,0
1222,agostina alonso,ARG,Hockey,0,1,0
1223,jesus vallejo,ESP,Football,0,1,0
1224,jun hui li,CHN,Badminton,0,1,0
1225,nathaniel coleman,USA,Sport Climbing,0,1,0
1226,volha khudzenka,BLR,Canoe Sprint,0,1,0
1227,courtney frerichs,USA,Athletics,0,1,0
1228,maki takada,JPN,Basketball,0,1,0
1229,christine mboma,NAM,Athletics,0,1,0
1230,tatiana kudashova,ROC,Taekwondo,0,1,0
1231,camila brait,BRA,Volleyball,0,1,0
1232,james wilby,GBR,Swimming,0,1,0
1233,takanori nagase,JPN,Judo,0,1,0
1234,nikita glazkov,ROC,Fencing,0,1,0
1235,mads mensah larsen,DEN,Handball,0,1,0
1236,torben johannesen,GER,Rowing,0,1,0
1237,andrew charter,AUS,Hockey,0,1,0
1238,caroline gattaz,BRA,Volleyball,0,1,0
1239,simon martirosyan,ARM,Weightlifting,0,1,0
1240,kurt baker,NZL,Rugby Sevens,0,1,0
1241,saul craviotto,ESP,Canoe Sprint,0,1,0
1242,julia roddar,SWE,Football,0,1,0
1243,pavel sukhov,ROC,Fencing,0,1,0
1244,ivan girev,ROC,Swimming,0,1,0
1245,ciprian tudosa,ROU,Rowing,0,1,0
1246,carlos arevalo lopez,ESP,Canoe Sprint,0,1,0
1247,funa tonaki,JPN,Judo,0,1,0
1248,elena osipova,ROC,Archery,0,1,0
1249,elena osipova,ROC,Archery,0,1,0
1250,hedvig lindahl,SWE,Football,0,1,0
1251,iryna zaretska,AZE,Karate,0,1,0
1252,angus groom,GBR,Rowing,0,1,0
1253,ellen hogerwerf,NED,Rowing,0,1,0
1254,belen succi,ARG,Hockey,0,1,0
1255,xinping liang,CHN,Artistic Swimming,0,1,0
1256,aleksandr krasnykh,ROC,Swimming,0,1,0
1257,jacob holm,DEN,Handball,0,1,0
1258,judith forca ariza,ESP,Water Polo,0,1,0
1259,lasse svan hansen,DEN,Handball,0,1,0
1260,miho nonaka,JPN,Sport Climbing,0,1,0
1261,moustapha fall,FRA,Basketball,0,1,0
1262,muslim gadzhimagomedov,ROC,Boxing,0,1,0
1263,taylor knibb,USA,Triathlon,0,1,0
1264,maria emilia forcherio,ARG,Hockey,0,1,0
1265,rui machida,JPN,Basketball,0,1,0
1266,geno petriashvili,GEO,Wrestling,0,1,0
1267,mone inami,JPN,Golf,0,1,0
1268,kylie masse,CAN,Swimming,0,1,0
1269,kylie masse,CAN,Swimming,0,1,0
1270,iuliia managarova,ROC,Handball,0,1,0
1271,yi fan jia,CHN,Badminton,0,1,0
1272,tom craig,AUS,Hockey,0,1,0
1273,johan hansen,DEN,Handball,0,1,0
1274,marketa vondrousova,CZE,Tennis,0,1,0
1275,ethan hayter,GBR,Cycling Track,0,1,0
1276,jochem dobber,NED,Athletics,0,1,0
1277,karolien florijn,NED,Rowing,0,1,0
1278,kseniia makeeva,ROC,Handball,0,1,0
1279,ryan owens,GBR,Cycling Track,0,1,0
1280,lauren williams,GBR,Taekwondo,0,1,0
1281,paige madden,USA,Swimming,0,1,0
1282,michaela polleres,AUT,Judo,0,1,0
1283,georgia taylor-brown,GBR,Triathlon,0,1,0
1284,triston casas,USA,Baseball/Softball,0,1,0
1285,giorgia bordignon,ITA,Weightlifting,0,1,0
1286,amanda chidester,USA,Baseball/Softball,0,1,0
1287,eray samdan,TUR,Karate,0,1,0
1288,ramsey angela,NED,Athletics,0,1,0
1289,tina trstenjak,SLO,Judo,0,1,0
1290,dylan collier,NZL,Rugby Sevens,0,1,0
1291,rudy gobert,FRA,Basketball,0,1,0
1292,stanislav sharov,ROC,3x3 Basketball,0,1,0
1293,anzhelika terliuga,UKR,Karate,0,1,0
1294,hao you,CHN,Artistic Gymnastics,0,1,0
1295,carlo paalam,PHI,Boxing,0,1,0
1296,yu chen liu,CHN,Badminton,0,1,0
1297,kalkidan gezahegne,BRN,Athletics,0,1,0
1298,laura kenny,GBR,Cycling Track,0,1,0
1299,katie zaferes,USA,Triathlon,0,1,0
1300,simon pettersson,SWE,Athletics,0,1,0
1301,oleg stoyanovskiy,ROC,Beach Volleyball,0,1,0
1302,scott curry,NZL,Rugby Sevens,0,1,0
1303,julieta jankunas,ARG,Hockey,0,1,0
1304,tone ng shiu,NZL,Rugby Sevens,0,1,0
1305,olga frolkina,ROC,3x3 Basketball,0,1,0
1306,marco asensio,ESP,Football,0,1,0
1307,kirill pisklov,ROC,3x3 Basketball,0,1,0
1308,ali aguilar,USA,Baseball/Softball,0,1,0
1309,koki ikeda,JPN,Athletics,0,1,0
1310,daria dmitrieva,ROC,Handball,0,1,0
1311,anzhelika sidorova,ROC,Athletics,0,1,0
1312,jack lopez,USA,Baseball/Softball,0,1,0
1313,dong dong,CHN,Trampoline Gymnastics,0,1,0
1314,evan fournier,FRA,Basketball,0,1,0
1315,lukas dauser,GER,Artistic Gymnastics,0,1,0
1316,karen khachanov,ROC,Tennis,0,1,0
1317,cocona hiraki,JPN,Skateboarding,0,1,0
1318,laura kraut,USA,Equestrian,0,1,0
1319,tim howard,AUS,Hockey,0,1,0
1320,eduard trippel,GER,Judo,0,1,0
1321,brooke forde,USA,Swimming,0,1,0
1322,liudmyla luzan,UKR,Canoe Sprint,0,1,0
1323,taylor madison ruck,CAN,Swimming,0,1,0
1324,ya qiong huang,CHN,Badminton,0,1,0
1325,charline picon,FRA,Sailing,0,1,0
1326,irene gonzalez lopez,ESP,Water Polo,0,1,0
1327,mike hixon,,,0,0,1
1328,regan ware,NZL,Rugby Sevens,0,1,0
1329,fredrik bergstrom,SWE,Sailing,0,1,0
1330,ivan dodig,CRO,Tennis,0,1,0
1331,evgeniia frolkina,ROC,3x3 Basketball,0,1,0
1332,elena mikhaylichenko,ROC,Handball,0,1,0
1333,hassan aliazam yazdanicharati,IRI,Wrestling,0,1,0
1334,arabella sims,USA,Swimming,0,1,0
1335,regan smith,USA,Swimming,0,1,0
1336,regan smith,USA,Swimming,0,1,0
1337,xin xu,CHN,Table Tennis,0,1,0
1338,mohammed ahmed,CAN,Athletics,0,1,0
1339,shane rose,AUS,Equestrian,0,1,0
1340,isabell werth,GER,Equestrian,0,1,0
1341,michelle moultrie,USA,Baseball/Softball,0,1,0
1342,melvin twellaar,NED,Rowing,0,1,0
1343,tim federowicz,USA,Baseball/Softball,0,1,0
1344,anthony carter,USA,Baseball/Softball,0,1,0
1345,konstantinos galanidis,GRE,Water Polo,0,1,0
1346,harry leask,GBR,Rowing,0,1,0
1347,qianyi wang,CHN,Artistic Swimming,0,1,0
1348,wataru tanigawa,JPN,Artistic Gymnastics,0,1,0
1349,timo boll,GER,Table Tennis,0,1,0
1350,delaney spaulding,USA,Baseball/Softball,0,1,0
1351,mary carolynn tucker,USA,Shooting,0,1,0
1352,kevin mcdowell,USA,Triathlon,0,1,0
1353,kristin pudenz,GER,Athletics,0,1,0
1354,pauline ranvier,FRA,Fencing,0,1,0
1355,kazuma kaya,JPN,Artistic Gymnastics,0,1,0
1356,miu hirano,JPN,Table Tennis,0,1,0
1357,thomas goyard,FRA,Sailing,0,1,0
1358,jonathan hilbert,GER,Athletics,0,1,0
1359,bianca buitendag,RSA,Surfing,0,1,0
1360,scott mcgough,USA,Baseball/Softball,0,1,0
1361,jon moncayola,ESP,Football,0,1,0
1362,hisayoshi harasawa,JPN,Judo,0,1,0
1363,duncan scott,GBR,Swimming,0,1,0
1364,duncan scott,GBR,Swimming,0,1,0
1365,duncan scott,GBR,Swimming,0,1,0
1366,antonina skorobogatchenko,ROC,Handball,0,1,0
1367,zhendong fan,CHN,Table Tennis,0,1,0
1368,marileidy paulino,DOM,Athletics,0,1,0
1369,marileidy paulino,DOM,Athletics,0,1,0
1370,vincent poirier,FRA,Basketball,0,1,0
1371,grant holloway,USA,Athletics,0,1,0
1372,gabriela bayardo,NED,Archery,0,1,0
1373,jamie westbrook,USA,Baseball/Softball,0,1,0
1374,artem chernousov,ROC,Shooting,0,1,0
1375,coralie bertrand,FRA,Rugby Sevens,0,1,0
1376,young mi kang,KOR,Fencing,0,1,0
1377,artur aleksanyan,ARM,Wrestling,0,1,0
1378,torri huske,USA,Swimming,0,1,0
1379,peter burling,NZL,Sailing,0,1,0
1380,evgeny rylov,ROC,Swimming,0,1,0
1381,steve wijler,NED,Archery,0,1,0
1382,cecilia berder,FRA,Fencing,0,1,0
1383,jennifer falk,SWE,Football,0,1,0
1384,ana beatriz correa,BRA,Volleyball,0,1,0
1385,sara balzer,FRA,Fencing,0,1,0
1386,nako motohashi,JPN,Basketball,0,1,0
1387,belinda bencic,SUI,Tennis,0,1,0
1388,yulia zykova,ROC,Shooting,0,1,0
1389,ryder ryan,USA,Baseball/Softball,0,1,0
1390,susann beucke,GER,Sailing,0,1,0
1391,timothe luwawu cabarrot,FRA,Basketball,0,1,0
1392,kliment kolesnikov,ROC,Swimming,0,1,0
1393,yaming zhu,CHN,Athletics,0,1,0
1394,lorenzo zazzeri,ITA,Swimming,0,1,0
1395,frank ntilikina,FRA,Basketball,0,1,0
1396,andrew hoy,AUS,Equestrian,0,1,0
1397,guham cho,KOR,Judo,0,1,0
1398,allison schmitt,USA,Swimming,0,1,0
1399,maria sanchez gonzalez,ESP,Water Polo,0,1,0
1400,maria springwald,POL,Rowing,0,1,0
1401,shane baz,USA,Baseball/Softball,0,1,0
1402,morten olsen,DEN,Handball,0,1,0
1403,tom mcewen,GBR,Equestrian,0,1,0
1404,patrick kivlehan,USA,Baseball/Softball,0,1,0
1405,jiayu xu,CHN,Swimming,0,1,0
1406,damian quintero,ESP,Karate,0,1,0
1407,tareg hamedi,KSA,Karate,0,1,0
1408,si wei zheng,CHN,Badminton,0,1,0
1409,jason osborne,GER,Rowing,0,1,0
1410,ivan villar,ESP,Football,0,1,0
1411,juan miguel echevarria,CUB,Athletics,0,1,0
1412,mauro nespoli,ITA,Archery,0,1,0
1413,patrick franziska,GER,Table Tennis,0,1,0
1414,tom joseph wickham,AUS,Hockey,0,1,0
1415,tony van diepen,NED,Athletics,0,1,0
1416,yumi kajihara,JPN,Cycling Track,0,1,0
1417,pavel pankov,ROC,Volleyball,0,1,0
1418,monica okoye,JPN,Basketball,0,1,0
1419,abdi nageeye,NED,Athletics,0,1,0
1420,aaron wolf,JPN,Judo,0,1,0
1421,lina hurtig,SWE,Football,0,1,0
1422,jian yang,CHN,Diving,0,1,0
1423,saki hayashi,JPN,Basketball,0,1,0
1424,lihao sheng,CHN,Shooting,0,1,0
1425,rosamaria montibeller,BRA,Volleyball,0,1,0
1426,mahamedkhabib kadzimahamedau,BLR,Wrestling,0,1,0
1427,ana cristina menezes oliveira de souza,BRA,Volleyball,0,1,0
1428,yu-cheng deng,TPE,Archery,0,1,0
1429,elena oriabinskaia,ROC,Rowing,0,1,0
1430,elena vesnina,ROC,Tennis,0,1,0
1431,aleia hobbs,USA,Athletics,0,1,0
1432,seraphine okemba,FRA,Rugby Sevens,0,1,0
1433,carla neisen,FRA,Rugby Sevens,0,1,0
1434,kathryn mc laughlin,USA,Swimming,0,1,0
1435,yung wei yang,TPE,Judo,0,1,0
1436,tyler austin,USA,Baseball/Softball,0,1,0
1437,maria granatto,ARG,Hockey,0,1,0
1438,annemiek van vleuten,NED,Cycling Road,0,1,0
1439,neah evans,GBR,Cycling Track,0,1,0
1440,david kostelecky,CZE,Shooting,0,1,0
1441,alexander ogando,DOM,Athletics,0,1,0
1442,laura ester ramos,ESP,Water Polo,0,1,0
1443,julio ruben mayora pernia,VEN,Weightlifting,0,1,0
1444,javianne oliver,USA,Athletics,0,1,0
1445,rocio sanchez moccia,ARG,Hockey,0,1,0
1446,nicolas batum,FRA,Basketball,0,1,0
1447,emmanouil zerdevas,GRE,Water Polo,0,1,0
1448,malgorzata holub,POL,Athletics,0,1,0
